JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Financial Analyst,Finance and Business,£24000,Nottingham,"['Risk Assessment', 'Financial Reporting', 'Project Management']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Mechanical Engineer,Engineering and Science,£25000,Bristol,"['Finite Element Analysis', 'Statistical Analysis', 'Simulation Software']","Design machinery and equipment, and troubleshoot engineering issues."
Quantity Surveyor,Engineering and Science,£32000,Leeds,"['Technical Writing', 'CAD Software', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Pharmaceutical Sales Representative,Engineering and Science,£24000,Cambridge,"['Project Management Software', 'Data Analysis', 'CAD Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Operations Manager,Finance and Business,£22000,Liverpool,"['Quantitative Analysis', 'Analytical Skills', 'Financial Analysis']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Software Developer,Technology and Data,£33000,Liverpool,"['JavaScript', 'Cloud Computing', 'Data Analysis']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Software Developer,Technology and Data,£32000,London,"['Data Visualisation', 'Machine Learning', 'Docker']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Health and Safety Advisor,Engineering and Science,£31000,Cambridge,"['Research Methodology', 'Technical Writing', 'Mechanical Design']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
UI Designer,Technology and Data,£28000,Newcastle,"['Data Warehousing', 'APIs', 'Data Visualisation']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Operations Manager,Finance and Business,£26000,Newcastle,"['Regulatory Compliance', 'Budgeting', 'Analytical Skills']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
UI Designer,Technology and Data,£23000,Leeds,"['Django', 'SQL', 'Data Warehousing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
IT Support Specialist,Technology and Data,£23000,Manchester,"['Machine Learning', 'Python Programming', 'ETL']",You will have to provide technical support and troubleshooting for hardware and software issues.
Social Media Manager,Marketing and Creative,£27000,Newcastle,"['Campaign Management', 'Graphic Design', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
UI Designer,Technology and Data,£32000,Nottingham,"['APIs', 'Machine Learning', 'ETL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Quantity Surveyor,Engineering and Science,£30000,Leeds,"['Mechanical Design', 'Finite Element Analysis', 'Simulation Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Customer Service Manager,Administrative,£26000,Cambridge,"['Client Management', 'HR Information Systems', 'Leadership']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Technical Support Engineer,Technology and Data,£23000,Manchester,"['Django', 'Docker', 'Python Programming']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Marketing Executive,Marketing and Creative,£29000,Leeds,"['Digital Marketing', 'Content Management Systems', 'Market Research']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Human Resources Assistant,Administrative,£32000,London,"['Communication', 'Performance Appraisal Systems', 'Organisational Skills']","Support HR functions including recruitment, employee relations, and record-keeping."
UI Designer,Technology and Data,£28000,Leeds,"['Django', 'Big Data Technologies', 'JavaScript']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Business Development Executive,Finance and Business,£32000,Manchester,"['Excel', 'Project Management', 'Financial Forecasting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Web Developer,Technology and Data,£25000,Manchester,"['Data Analysis', 'Data Visualisation', 'Machine Learning']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Customer Service Manager,Administrative,£32000,Manchester,"['Conflict Resolution', 'Talent Acquisition', 'Leadership']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Customer Service Manager,Administrative,£21000,Sheffield,"['Office Management', 'Payroll Management', 'Communication']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Product Designer,Marketing and Creative,£32000,Sheffield,"['Email Marketing', 'SEO Optimisation', 'User Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Customer Service Manager,Administrative,£26000,Newcastle,"['Conflict Resolution', 'Communication', 'Leadership']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Insurance Underwriter,Administrative,£32000,Birmingham,"['HR Information Systems', 'Employee Relations', 'Leadership']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Quantity Surveyor,Engineering and Science,£23000,Leeds,"['Product Development', 'Problem Solving', 'CAD Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Social Media Manager,Marketing and Creative,£26000,Liverpool,"['SEO Optimisation', 'Social Media Marketing', 'Adobe Creative Suite']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Product Designer,Marketing and Creative,£29000,Bristol,"['User Research', 'Campaign Management', 'Adobe Creative Suite']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Data Analyst,Technology and Data,£22000,Birmingham,"['Version Control', 'Data Warehousing', 'Big Data Technologies']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Technical Support Engineer,Technology and Data,£24000,Newcastle,"['Django', 'APIs', 'Python Programming']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
UI Designer,Technology and Data,£35000,Newcastle,"['JavaScript', 'APIs', 'SQL']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Insurance Underwriter,Administrative,£29000,London,"['Office Management', 'Onboarding', 'Client Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Financial Analyst,Finance and Business,£22000,Newcastle,"['Financial Reporting', 'Business Strategy', 'Excel']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£27000,Leeds,"['Campaign Management', 'User Research', 'Adobe Creative Suite']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Business Analyst,Finance and Business,£31000,Nottingham,"['Financial Modeling', 'Bookkeeping', 'Business Strategy']",Identify business needs and develop solutions to enhance processes and operations.
Systems Analyst,Technology and Data,£35000,Nottingham,"['Cloud Computing', 'Django', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Systems Analyst,Technology and Data,£31000,Newcastle,"['Data Warehousing', 'APIs', 'ETL']",Evaluate and improve computer systems to enhance efficiency.
Business Analyst,Finance and Business,£30000,Sheffield,"['Financial Forecasting', 'Market Research', 'Financial Modeling']",Identify business needs and develop solutions to enhance processes and operations.
Management Consultant,Administrative,£23000,Nottingham,"['Compliance Management', 'HR Information Systems', 'Conflict Resolution']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Graphic Designer,Marketing and Creative,£33000,Sheffield,"['User Research', 'Email Marketing', 'Brand Strategy']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Technical Support Engineer,Technology and Data,£23000,Bristol,"['Data Visualisation', 'Problem Solving', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Legal Assistant,Administrative,£24000,Liverpool,"['HR Information Systems', 'Organisational Skills', 'Talent Acquisition']",Provide administrative support to legal teams and assist with legal research and document preparation
Web Developer,Technology and Data,£24000,Sheffield,"['SQL', 'Cloud Computing', 'Docker']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Investment Banking Analyst,Finance and Business,£23000,Manchester,"['Risk Assessment', 'Regulatory Compliance', 'Market Research']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Graphic Designer,Marketing and Creative,£31000,Leeds,"['User Research', 'Graphic Design', 'Analytics']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
UI Designer,Technology and Data,£30000,Bristol,"['Data Analysis', 'ETL', 'Version Control']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Technical Support Engineer,Technology and Data,£26000,Leeds,"['Version Control', 'JavaScript', 'Problem Solving']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Technical Support Engineer,Technology and Data,£22000,Liverpool,"['Django', 'Data Visualisation', 'SQL']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Data Analyst,Technology and Data,£24000,Manchester,"['SQL', 'Big Data Technologies', 'Cloud Computing']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Marketing Executive,Marketing and Creative,£22000,Liverpool,"['Content Creation', 'Digital Marketing', 'Content Management Systems']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Investment Banking Analyst,Finance and Business,£32000,Birmingham,"['Financial Reporting', 'Regulatory Compliance', 'Financial Forecasting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Graphic Designer,Marketing and Creative,£21000,Nottingham,"['Google Analytics', 'Campaign Management', 'PPC Advertising']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Social Media Manager,Marketing and Creative,£34000,Bristol,"['Market Research', 'PPC Advertising', 'Digital Marketing']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Human Resources Assistant,Administrative,£35000,Bristol,"['Leadership', 'Payroll Management', 'Client Management']","Support HR functions including recruitment, employee relations, and record-keeping."
Biomedical Scientist,Engineering and Science,£28000,Nottingham,"['CAD Software', 'Simulation Software', 'Prototyping']",Conduct research and analyse biological samples to support medical and clinical studies.
Graphic Designer,Marketing and Creative,£33000,Leeds,"['Analytics', 'Google Analytics', 'User Research']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Public Relations Officer,Marketing and Creative,£33000,Newcastle,"['Google Analytics', 'Adobe Creative Suite', 'Content Management Systems']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Mechanical Engineer,Engineering and Science,£27000,Newcastle,"['Data Analysis', 'Prototyping', 'Mechanical Design']","Design machinery and equipment, and troubleshoot engineering issues."
Supply Chain Analyst,Finance and Business,£31000,Newcastle,"['Risk Assessment', 'Financial Reporting', 'Excel']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Financial Analyst,Finance and Business,£27000,Nottingham,"['Business Strategy', 'Financial Forecasting', 'Risk Assessment']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Operations Manager,Finance and Business,£23000,Cambridge,"['Quantitative Analysis', 'Bookkeeping', 'Financial Modeling']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Marketing Executive,Marketing and Creative,£23000,Sheffield,"['PPC Advertising', 'Digital Marketing', 'Brand Strategy']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Recruitment Consultant,Administrative,£22000,Cambridge,"['Onboarding', 'Talent Acquisition', 'Office Management']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Content Writer,Marketing and Creative,£22000,Birmingham,"['Google Analytics', 'Content Creation', 'User Research']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Data Analyst,Technology and Data,£32000,Liverpool,"['Python Programming', 'ETL', 'Big Data Technologies']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Mechanical Engineer,Engineering and Science,£35000,Birmingham,"['Prototyping', 'Project Management Software', 'Product Development']","Design machinery and equipment, and troubleshoot engineering issues."
Customer Service Manager,Administrative,£28000,Sheffield,"['Talent Acquisition', 'Onboarding', 'Client Management']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Customer Service Manager,Administrative,£20000,Newcastle,"['Organisational Skills', 'Payroll Management', 'Talent Acquisition']",Oversee customer service operations to ensure high customer satisfaction. Manage customer service teams and resolve escalated issues.
Supply Chain Analyst,Finance and Business,£21000,Nottingham,"['Regulatory Compliance', 'Financial Modeling', 'Risk Assessment']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Risk Analyst,Finance and Business,£29000,Sheffield,"['Financial Analysis', 'Project Management', 'Analytical Skills']",You must be able to identify and assess potential risks to the organisation.
Product Designer,Marketing and Creative,£34000,Cambridge,"['Brand Strategy', 'Social Media Marketing', 'PPC Advertising']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Quantity Surveyor,Engineering and Science,£25000,Liverpool,"['Research Methodology', 'Mechanical Design', 'Prototyping']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Web Developer,Technology and Data,£34000,Bristol,"['Version Control', 'Django', 'SQL']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Systems Analyst,Technology and Data,£35000,Newcastle,"['Django', 'Problem Solving', 'SQL']",Evaluate and improve computer systems to enhance efficiency.
Sales Executive,Marketing and Creative,£33000,Manchester,"['Analytics', 'Google Analytics', 'Content Management Systems']",Must be able to develop and execute sales strategies to meet business objectives.
Insurance Underwriter,Administrative,£34000,London,"['Performance Appraisal Systems', 'Organisational Skills', 'Leadership']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Electrical Engineer,Engineering and Science,£33000,Newcastle,"['Statistical Analysis', 'CAD Software', 'Research Methodology']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Marketing Executive,Marketing and Creative,£25000,Manchester,"['PPC Advertising', 'Content Management Systems', 'Adobe Creative Suite']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Risk Analyst,Finance and Business,£23000,Sheffield,"['Regulatory Compliance', 'Quantitative Analysis', 'Project Management']",You must be able to identify and assess potential risks to the organisation.
Mechanical Engineer,Engineering and Science,£34000,Liverpool,"['Product Development', 'Simulation Software', 'Prototyping']","Design machinery and equipment, and troubleshoot engineering issues."
Supply Chain Analyst,Finance and Business,£22000,Liverpool,"['Business Strategy', 'Regulatory Compliance', 'Market Research']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Systems Analyst,Technology and Data,£33000,Sheffield,"['JavaScript', 'Problem Solving', 'SQL']",Evaluate and improve computer systems to enhance efficiency.
Web Developer,Technology and Data,£35000,Manchester,"['JavaScript', 'Data Warehousing', 'Python Programming']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Data Analyst,Technology and Data,£26000,Newcastle,"['Data Analysis', 'Cloud Computing', 'Docker']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Systems Analyst,Technology and Data,£21000,London,"['Machine Learning', 'Python Programming', 'Data Visualisation']",Evaluate and improve computer systems to enhance efficiency.
Content Writer,Marketing and Creative,£28000,Nottingham,"['Adobe Creative Suite', 'Brand Strategy', 'Campaign Management']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Recruitment Consultant,Administrative,£29000,Liverpool,"['Organisational Skills', 'Compliance Management', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Sales Executive,Marketing and Creative,£31000,Sheffield,"['Content Management Systems', 'Brand Strategy', 'Market Research']",Must be able to develop and execute sales strategies to meet business objectives.
Engineering Graduate,Engineering and Science,£21000,Bristol,"['Problem Solving', 'Regulatory Compliance', 'Data Analysis']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Civil Engineer,Engineering and Science,£28000,Cambridge,"['Engineering Design', 'Regulatory Compliance', 'Simulation Software']","Design and oversee construction projects such as roads and bridges, ensuring compliance with safety regulations and environmental standards."
Public Relations Officer,Marketing and Creative,£31000,London,"['Content Creation', 'Content Management Systems', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Management Consultant,Administrative,£25000,Newcastle,"['Payroll Management', 'Office Management', 'Talent Acquisition']",Analyse organisational practices and develop strategies to improve efficiency and effectiveness; then be able to provide recommendations for business improvements.
Supply Chain Analyst,Finance and Business,£30000,Liverpool,"['Risk Assessment', 'Quantitative Analysis', 'Market Research']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Health and Safety Advisor,Engineering and Science,£34000,London,"['Statistical Analysis', 'Simulation Software', 'Research Methodology']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Operations Manager,Finance and Business,£27000,Liverpool,"['Financial Modeling', 'Market Research', 'Risk Assessment']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Electrical Engineer,Engineering and Science,£26000,Bristol,"['Statistical Analysis', 'Prototyping', 'Mechanical Design']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Software Developer,Technology and Data,£21000,Birmingham,"['SQL', 'Data Visualisation', 'JavaScript']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Social Media Manager,Marketing and Creative,£25000,Cambridge,"['Content Management Systems', 'User Research', 'Market Research']","Manage social media accounts and create content to engage with followers, and also analyse social media metrics and develop strategies for growth."
Legal Assistant,Administrative,£34000,Cambridge,"['Training and Development', 'Communication', 'Recruitment']",Provide administrative support to legal teams and assist with legal research and document preparation
Financial Analyst,Finance and Business,£23000,Cambridge,"['Reporting', 'Quantitative Analysis', 'Regulatory Compliance']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Insurance Underwriter,Administrative,£20000,Bristol,"['Compliance Management', 'Employee Relations', 'Talent Acquisition']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Corporate Finance Analyst,Finance and Business,£25000,London,"['Risk Assessment', 'Market Research', 'Financial Reporting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Investment Banking Analyst,Finance and Business,£29000,Cambridge,"['Project Management', 'Budgeting', 'Business Strategy']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Engineering Graduate,Engineering and Science,£25000,Manchester,"['Research Methodology', 'Statistical Analysis', 'Mechanical Design']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Insurance Underwriter,Administrative,£32000,London,"['Communication', 'Training and Development', 'Payroll Management']",Evaluate insurance applications and determine coverage terms. Assess risk factors and decide on policy approval and pricing.
Quantity Surveyor,Engineering and Science,£32000,Nottingham,"['CAD Software', 'Research Methodology', 'Mechanical Design']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Public Relations Officer,Marketing and Creative,£21000,Sheffield,"['Content Creation', 'Google Analytics', 'Campaign Management']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Supply Chain Analyst,Finance and Business,£21000,Birmingham,"['Analytical Skills', 'Financial Modeling', 'Financial Reporting']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Supply Chain Analyst,Finance and Business,£31000,Manchester,"['Financial Forecasting', 'Bookkeeping', 'Analytical Skills']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Biomedical Scientist,Engineering and Science,£34000,Sheffield,"['Statistical Analysis', 'Technical Writing', 'Regulatory Compliance']",Conduct research and analyse biological samples to support medical and clinical studies.
Corporate Finance Analyst,Finance and Business,£30000,Sheffield,"['Reporting', 'Market Research', 'Financial Modeling']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Event Coordinator,Marketing and Creative,£34000,Leeds,"['Brand Strategy', 'Google Analytics', 'Content Management Systems']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Teacher,Administrative,£34000,Liverpool,"['Organisational Skills', 'Recruitment', 'Conflict Resolution']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Product Designer,Marketing and Creative,£28000,Cambridge,"['Campaign Management', 'SEO Optimisation', 'Content Creation']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Corporate Finance Analyst,Finance and Business,£21000,Sheffield,"['Excel', 'Analytical Skills', 'Budgeting']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Financial Analyst,Finance and Business,£24000,Liverpool,"['Analytical Skills', 'Quantitative Analysis', 'Financial Reporting']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Sales Executive,Marketing and Creative,£24000,Birmingham,"['Brand Strategy', 'Market Research', 'Graphic Design']",Must be able to develop and execute sales strategies to meet business objectives.
Audit Associate,Finance and Business,£28000,London,"['Risk Assessment', 'Quantitative Analysis', 'Business Strategy']",Perform internal audits to ensure compliance with regulations and standards. You will also be able to review financial records and assess internal controls.
Investment Banking Analyst,Finance and Business,£29000,Bristol,"['Reporting', 'Financial Reporting', 'Financial Forecasting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Recruitment Consultant,Administrative,£25000,Newcastle,"['Training and Development', 'Performance Appraisal Systems', 'Talent Acquisition']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Nurse,Administrative,£30000,Birmingham,"['Performance Appraisal Systems', 'Client Management', 'Communication']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Electrical Engineer,Engineering and Science,£35000,Manchester,"['Problem Solving', 'Engineering Design', 'CAD Software']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Investment Banking Analyst,Finance and Business,£32000,Cambridge,"['Excel', 'Bookkeeping', 'Financial Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
UI Designer,Technology and Data,£23000,Newcastle,"['Docker', 'Version Control', 'Cloud Computing']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
IT Support Specialist,Technology and Data,£25000,London,"['Data Analysis', 'Problem Solving', 'SQL']",You will have to provide technical support and troubleshooting for hardware and software issues.
Financial Analyst,Finance and Business,£26000,Bristol,"['Excel', 'Quantitative Analysis', 'Business Strategy']","Analyse financial data and create reports to support business decisions, and then develop financial models and forecasts to assess performance."
Product Designer,Marketing and Creative,£33000,Newcastle,"['Digital Marketing', 'Adobe Creative Suite', 'Brand Strategy']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Content Writer,Marketing and Creative,£35000,Manchester,"['Digital Marketing', 'Graphic Design', 'Content Management Systems']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
Electrical Engineer,Engineering and Science,£33000,Bristol,"['Product Development', 'Data Analysis', 'Technical Writing']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Engineering Graduate,Engineering and Science,£31000,Cambridge,"['Product Development', 'Lab Techniques', 'Problem Solving']",Assist in engineering projects and gain hands-on experience by supporting senior engineers in design and testing.
Business Development Executive,Finance and Business,£24000,Newcastle,"['Financial Analysis', 'Project Management', 'Financial Reporting']","Identify and develop new business opportunities to drive growth, and build relationships with clients and partners to expand the business."
Graphic Designer,Marketing and Creative,£28000,Cambridge,"['PPC Advertising', 'Campaign Management', 'Digital Marketing']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Investment Banking Analyst,Finance and Business,£31000,Leeds,"['Business Strategy', 'Regulatory Compliance', 'Reporting']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Marketing Executive,Marketing and Creative,£32000,Bristol,"['User Research', 'Campaign Management', 'Brand Strategy']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
Quantity Surveyor,Engineering and Science,£35000,Newcastle,"['Statistical Analysis', 'Regulatory Compliance', 'CAD Software']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Public Relations Officer,Marketing and Creative,£33000,Birmingham,"['Digital Marketing', 'Content Creation', 'SEO Optimisation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Recruitment Consultant,Administrative,£35000,Liverpool,"['Payroll Management', 'Leadership', 'Employee Relations']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Data Analyst,Technology and Data,£21000,Newcastle,"['Data Warehousing', 'JavaScript', 'Machine Learning']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Web Developer,Technology and Data,£24000,Newcastle,"['Data Analysis', 'SQL', 'JavaScript']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
